;COD_ESTACION;NOM_ESTACION;FECHA;HORA;SO2;CO;NO;NO2;NOx;O3;PM10;PM2.5;PM1;NH3;C6H6;C7H8;C8H10;Direc.;H.Rel.;Precip.;Pres.;R.Sol.;Ruido;Temp.;UV-B;Veloc.;Veloc.max.;As;BaA;BaP;BbFA;BjFA;BkFA;Cd;DahA;FA;HMN;H2S;IcdP;Ni;Pb;PST
0;3065006;ELX - AGROALIMENTARI;2023-01-01;0;4;0,1;1;14;14;30;;;;;;;;333;63;0;1018;0;;13,1;;0,1;;;;;;;;;;;;;;;;
1;3065006;ELX - AGROALIMENTARI;2023-01-01;1;4;0,1;1;18;18;29;;;;;;;;328;62;0;1018;0;;12,9;;0,1;;;;;;;;;;;;;;;;
2;3065006;ELX - AGROALIMENTARI;2023-01-01;2;4;0,1;1;11;11;33;;;;;;;;311;62;0;1017;0;;12,7;;0,2;;;;;;;;;;;;;;;;
3;3065006;ELX - AGROALIMENTARI;2023-01-01;3;4;0,1;1;10;10;32;;;;;;;;294;67;0;1017;0;;11,5;;0,4;;;;;;;;;;;;;;;;
4;3065006;ELX - AGROALIMENTARI;2023-01-01;4;4;0,1;1;7;7;36;;;;;;;;307;64;0;1017;0;;12;;0,1;;;;;;;;;;;;;;;;
5;3065006;ELX - AGROALIMENTARI;2023-01-01;5;4;0,1;1;6;6;37;;;;;;;;290;63;0;1017;0;;11,8;;0,2;;;;;;;;;;;;;;;;
6;3065006;ELX - AGROALIMENTARI;2023-01-01;6;4;0,1;1;7;7;29;;;;;;;;257;74;0;1017;0;;9,5;;0,4;;;;;;;;;;;;;;;;
7;3065006;ELX - AGROALIMENTARI;2023-01-01;7;4;0,1;1;8;8;25;;;;;;;;292;81;0;1017;0;;9,1;;0,6;;;;;;;;;;;;;;;;
8;3065006;ELX - AGROALIMENTARI;2023-01-01;8;4;0,1;1;10;10;26;;;;;;;;278;74;0;1017;17;;10,2;;0,3;;;;;;;;;;;;;;;;
9;3065006;ELX - AGROALIMENTARI;2023-01-01;9;4;0,1;1;11;11;28;;;;;;;;259;75;0;1017;81;;10,7;;0,4;;;;;;;;;;;;;;;;
10;3065006;ELX - AGROALIMENTARI;2023-01-01;10;3;0,1;1;6;6;29;;;;;;;;265;78;0;1017;151;;10,7;;0,3;;;;;;;;;;;;;;;;
11;3065006;ELX - AGROALIMENTARI;2023-01-01;11;3;0,1;1;9;9;28;;;;;;;;231;73;0;1017;211;;12,9;;0,2;;;;;;;;;;;;;;;;
12;3065006;ELX - AGROALIMENTARI;2023-01-01;12;3;0,1;1;6;6;38;;;;;;;;243;70;0;1017;352;;14,3;;0,3;;;;;;;;;;;;;;;;
13;3065006;ELX - AGROALIMENTARI;2023-01-01;13;3;0,1;1;6;6;43;;;;;;;;213;59;0;1017;445;;17,9;;0,2;;;;;;;;;;;;;;;;
14;3065006;ELX - AGROALIMENTARI;2023-01-01;14;3;0,1;1;3;4;52;;;;;;;;204;43;0;1017;425;;20,2;;0,2;;;;;;;;;;;;;;;;
15;3065006;ELX - AGROALIMENTARI;2023-01-01;15;3;0,1;1;2;3;52;;;;;;;;225;30;0;1016;307;;21,2;;0,1;;;;;;;;;;;;;;;;
16;3065006;ELX - AGROALIMENTARI;2023-01-01;16;3;0,2;1;2;3;48;;;;;;;;184;31;0;1016;125;;20,4;;0,1;;;;;;;;;;;;;;;;
17;3065006;ELX - AGROALIMENTARI;2023-01-01;17;3;0,2;1;4;5;48;;;;;;;;132;56;0;1016;33;;16,8;;0,4;;;;;;;;;;;;;;;;
18;3065006;ELX - AGROALIMENTARI;2023-01-01;18;3;0,1;1;15;16;38;;;;;;;;53;79;0;1016;0;;14,5;;0,1;;;;;;;;;;;;;;;;
19;3065006;ELX - AGROALIMENTARI;2023-01-01;19;3;0,1;2;30;33;29;;;;;;;;336;86;0;1016;0;;13,7;;0,1;;;;;;;;;;;;;;;;
20;3065006;ELX - AGROALIMENTARI;2023-01-01;20;3;0,1;2;44;46;17;;;;;;;;349;88;0;1016;0;;12,6;;0,8;;;;;;;;;;;;;;;;
21;3065006;ELX - AGROALIMENTARI;2023-01-01;21;3;0,1;3;32;35;22;;;;;;;;343;77;0;1016;0;;12,1;;0,9;;;;;;;;;;;;;;;;
22;3065006;ELX - AGROALIMENTARI;2023-01-01;22;3;0,1;1;24;24;28;;;;;;;;337;68;0;1016;0;;12,1;;0,7;;;;;;;;;;;;;;;;
23;3065006;ELX - AGROALIMENTARI;2023-01-01;23;3;0,1;1;17;17;35;;;;;;;;337;65;0;1016;0;;11,9;;0,7;;;;;;;;;;;;;;;;
24;3065006;ELX - AGROALIMENTARI;2023-01-02;0;3;0,1;1;13;14;37;;;;;;;;328;62;0;1016;0;;11,8;;0,2;;;;;;;;;;;;;;;;
25;3065006;ELX - AGROALIMENTARI;2023-01-02;1;3;0,1;1;11;11;34;;;;;;;;300;63;0;1016;0;;11;;0,1;;;;;;;;;;;;;;;;
26;3065006;ELX - AGROALIMENTARI;2023-01-02;2;3;0,1;1;8;8;37;;;;;;;;323;66;0;1016;0;;10,4;;0,1;;;;;;;;;;;;;;;;
27;3065006;ELX - AGROALIMENTARI;2023-01-02;3;3;0,1;1;6;6;45;;;;;;;;312;56;0;1016;0;;11,8;;0,1;;;;;;;;;;;;;;;;
28;3065006;ELX - AGROALIMENTARI;2023-01-02;4;3;0,1;1;4;4;47;;;;;;;;319;52;0;1016;0;;12,1;;0,5;;;;;;;;;;;;;;;;
29;3065006;ELX - AGROALIMENTARI;2023-01-02;5;3;0,1;1;5;6;42;;;;;;;;238;53;0;1016;0;;11,1;;0,6;;;;;;;;;;;;;;;;
30;3065006;ELX - AGROALIMENTARI;2023-01-02;6;3;0,1;1;17;17;27;;;;;;;;282;65;0;1016;0;;9,2;;0,3;;;;;;;;;;;;;;;;
31;3065006;ELX - AGROALIMENTARI;2023-01-02;7;3;0,1;7;24;35;24;;;;;;;;296;70;0;1016;0;;9,2;;0,2;;;;;;;;;;;;;;;;
32;3065006;ELX - AGROALIMENTARI;2023-01-02;8;3;0,1;37;42;98;12;;;;;;;;275;66;0;1016;23;;9,4;;0,2;;;;;;;;;;;;;;;;
33;3065006;ELX - AGROALIMENTARI;2023-01-02;9;3;0,1;9;28;42;23;;;;;;;;267;71;0;1017;82;;9,7;;0,7;;;;;;;;;;;;;;;;
34;3065006;ELX - AGROALIMENTARI;2023-01-02;10;3;0,1;13;32;52;24;;;;;;;;318;53;0;1017;197;;14,5;;0,1;;;;;;;;;;;;;;;;
35;3065006;ELX - AGROALIMENTARI;2023-01-02;11;3;0,1;17;30;56;34;;;;;;;;119;46;0;1017;395;;16,6;;0,3;;;;;;;;;;;;;;;;
36;3065006;ELX - AGROALIMENTARI;2023-01-02;12;3;0,1;4;20;26;53;;;;;;;;169;42;0;1017;461;;17,6;;0,4;;;;;;;;;;;;;;;;
37;3065006;ELX - AGROALIMENTARI;2023-01-02;13;3;0,1;2;15;19;51;;;;;;;;230;37;0;1017;448;;18,4;;0,1;;;;;;;;;;;;;;;;
38;3065006;ELX - AGROALIMENTARI;2023-01-02;14;3;0,1;1;6;7;57;;;;;;;;189;36;0;1016;290;;18,8;;0,1;;;;;;;;;;;;;;;;
39;3065006;ELX - AGROALIMENTARI;2023-01-02;15;3;0,2;2;11;14;48;;;;;;;;129;47;0;1016;274;;18,3;;0,4;;;;;;;;;;;;;;;;
40;3065006;ELX - AGROALIMENTARI;2023-01-02;16;3;0,2;1;12;13;50;;;;;;;;116;61;0;1016;101;;16,9;;0,2;;;;;;;;;;;;;;;;
41;3065006;ELX - AGROALIMENTARI;2023-01-02;17;3;0,2;1;14;16;49;;;;;;;;101;76;0;1017;24;;15,7;;0,1;;;;;;;;;;;;;;;;
42;3065006;ELX - AGROALIMENTARI;2023-01-02;18;3;0,1;5;38;45;29;;;;;;;;28;83;0;1017;0;;14,9;;0,1;;;;;;;;;;;;;;;;
43;3065006;ELX - AGROALIMENTARI;2023-01-02;19;3;0,2;33;67;118;14;;;;;;;;358;86;0;1017;0;;14,4;;0,1;;;;;;;;;;;;;;;;
44;3065006;ELX - AGROALIMENTARI;2023-01-02;20;3;0,2;28;64;106;13;;;;;;;;352;89;0;1017;0;;13,7;;0,1;;;;;;;;;;;;;;;;
45;3065006;ELX - AGROALIMENTARI;2023-01-02;21;3;0,1;5;40;47;20;;;;;;;;329;86;0;1017;0;;13,7;;0,2;;;;;;;;;;;;;;;;
46;3065006;ELX - AGROALIMENTARI;2023-01-02;22;4;0,1;1;26;27;29;;;;;;;;345;77;0;1017;0;;13,3;;0,5;;;;;;;;;;;;;;;;
47;3065006;ELX - AGROALIMENTARI;2023-01-02;23;4;0,1;1;22;22;30;;;;;;;;337;69;0;1017;0;;13;;0,5;;;;;;;;;;;;;;;;
48;3065006;ELX - AGROALIMENTARI;2023-01-03;0;4;0,1;1;20;20;30;;;;;;;;338;65;0;1017;0;;12,9;;0,7;;;;;;;;;;;;;;;;
49;3065006;ELX - AGROALIMENTARI;2023-01-03;1;4;0,1;2;21;23;26;;;;;;;;307;67;0;1017;0;;12,1;;0,1;;;;;;;;;;;;;;;;
50;3065006;ELX - AGROALIMENTARI;2023-01-03;2;4;0,1;1;18;19;24;;;;;;;;294;73;0;1017;0;;11,2;;0,1;;;;;;;;;;;;;;;;
51;3065006;ELX - AGROALIMENTARI;2023-01-03;3;4;0,1;1;14;14;23;;;;;;;;315;78;0;1017;0;;10,6;;0,1;;;;;;;;;;;;;;;;
52;3065006;ELX - AGROALIMENTARI;2023-01-03;4;4;0,1;1;15;15;23;;;;;;;;339;79;0;1017;0;;10,7;;0,2;;;;;;;;;;;;;;;;
53;3065006;ELX - AGROALIMENTARI;2023-01-03;5;4;0,1;1;16;17;23;;;;;;;;355;76;0;1017;0;;11,2;;0,5;;;;;;;;;;;;;;;;
54;3065006;ELX - AGROALIMENTARI;2023-01-03;6;4;0,1;1;23;23;21;;;;;;;;342;77;0;1018;0;;11,7;;0,7;;;;;;;;;;;;;;;;
55;3065006;ELX - AGROALIMENTARI;2023-01-03;7;4;0,1;4;31;37;17;;;;;;;;345;78;0;1018;0;;12,2;;0,9;;;;;;;;;;;;;;;;
56;3065006;ELX - AGROALIMENTARI;2023-01-03;8;4;0,1;7;32;43;15;;;;;;;;342;79;0;1018;9;;12,7;;0,7;;;;;;;;;;;;;;;;
57;3065006;ELX - AGROALIMENTARI;2023-01-03;9;4;0,1;4;25;32;21;;;;;;;;333;77;0;1018;86;;13,8;;0,5;;;;;;;;;;;;;;;;
58;3065006;ELX - AGROALIMENTARI;2023-01-03;10;4;0,1;3;19;23;31;;;;;;;;336;72;0;1019;228;;16,1;;0,3;;;;;;;;;;;;;;;;
59;3065006;ELX - AGROALIMENTARI;2023-01-03;11;4;0,1;4;17;21;42;;;;;;;;223;76;0;1019;371;;18,3;;0,3;;;;;;;;;;;;;;;;
60;3065006;ELX - AGROALIMENTARI;2023-01-03;12;3;0,1;6;20;29;44;;;;;;;;185;75;0;1019;435;;18,4;;0,7;;;;;;;;;;;;;;;;
61;3065006;ELX - AGROALIMENTARI;2023-01-03;13;3;0,1;9;18;32;50;;;;;;;;186;73;0;1019;440;;19;;0,4;;;;;;;;;;;;;;;;
62;3065006;ELX - AGROALIMENTARI;2023-01-03;14;3;0,1;1;6;7;54;;;;;;;;142;72;0;1019;405;;19;;1,3;;;;;;;;;;;;;;;;
63;3065006;ELX - AGROALIMENTARI;2023-01-03;15;3;0,2;2;12;15;49;;;;;;;;133;77;0;1019;314;;18,3;;2;;;;;;;;;;;;;;;;
64;3065006;ELX - AGROALIMENTARI;2023-01-03;16;3;0,2;14;20;42;48;;;;;;;;130;81;0;1019;168;;17,6;;1,9;;;;;;;;;;;;;;;;
65;3065006;ELX - AGROALIMENTARI;2023-01-03;17;3;0,2;8;24;36;40;;;;;;;;149;89;0;1019;27;;16,4;;0,5;;;;;;;;;;;;;;;;
66;3065006;ELX - AGROALIMENTARI;2023-01-03;18;3;0,1;11;38;55;26;;;;;;;;238;94;0;1019;0;;15,8;;0,1;;;;;;;;;;;;;;;;
67;3065006;ELX - AGROALIMENTARI;2023-01-03;19;3;0,1;4;41;47;19;;;;;;;;273;98;0;1020;0;;15;;0,3;;;;;;;;;;;;;;;;
68;3065006;ELX - AGROALIMENTARI;2023-01-03;20;3;0,1;5;35;43;23;;;;;;;;278;99;0;1020;0;;14,9;;0,4;;;;;;;;;;;;;;;;
69;3065006;ELX - AGROALIMENTARI;2023-01-03;21;3;0,1;8;34;46;19;;;;;;;;288;99;0;1020;0;;14,3;;0,4;;;;;;;;;;;;;;;;
70;3065006;ELX - AGROALIMENTARI;2023-01-03;22;3;0,1;5;29;36;20;;;;;;;;313;99;0;1020;0;;13,9;;0,2;;;;;;;;;;;;;;;;
71;3065006;ELX - AGROALIMENTARI;2023-01-03;23;4;0,1;1;21;22;21;;;;;;;;323;99;0;1020;0;;13,8;;0,1;;;;;;;;;;;;;;;;
72;3065006;ELX - AGROALIMENTARI;2023-01-04;0;4;0,1;1;19;19;21;;;;;;;;338;99;0;1020;0;;13,4;;0,2;;;;;;;;;;;;;;;;
73;3065006;ELX - AGROALIMENTARI;2023-01-04;1;3;0,1;1;12;13;26;;;;;;;;337;98;0;1020;0;;12,8;;0,1;;;;;;;;;;;;;;;;
74;3065006;ELX - AGROALIMENTARI;2023-01-04;2;4;0,1;1;10;10;25;;;;;;;;344;99;0;1020;0;;12,5;;0,4;;;;;;;;;;;;;;;;
75;3065006;ELX - AGROALIMENTARI;2023-01-04;3;4;0,1;1;9;9;27;;;;;;;;330;99;0;1020;0;;12,4;;0,2;;;;;;;;;;;;;;;;
76;3065006;ELX - AGROALIMENTARI;2023-01-04;4;3;0,1;1;8;8;29;;;;;;;;326;99;0;1020;0;;12,6;;0,4;;;;;;;;;;;;;;;;
77;3065006;ELX - AGROALIMENTARI;2023-01-04;5;3;0,1;1;7;7;29;;;;;;;;316;98;0;1020;0;;12,1;;0,6;;;;;;;;;;;;;;;;
78;3065006;ELX - AGROALIMENTARI;2023-01-04;6;3;0,1;1;7;7;29;;;;;;;;322;97;0;1020;0;;12;;0,3;;;;;;;;;;;;;;;;
79;3065006;ELX - AGROALIMENTARI;2023-01-04;7;3;0,1;1;11;12;27;;;;;;;;312;96;0;1020;0;;12,1;;0,7;;;;;;;;;;;;;;;;
80;3065006;ELX - AGROALIMENTARI;2023-01-04;8;4;0,1;21;28;59;16;;;;;;;;290;96;0;1020;12;;12;;0,1;;;;;;;;;;;;;;;;
81;3065006;ELX - AGROALIMENTARI;2023-01-04;9;4;0,1;29;31;75;13;;;;;;;;269;94;0;1021;104;;12,7;;0,2;;;;;;;;;;;;;;;;
82;3065006;ELX - AGROALIMENTARI;2023-01-04;10;4;0,1;9;20;33;26;;;;;;;;244;92;0;1021;227;;13,8;;0,4;;;;;;;;;;;;;;;;
83;3065006;ELX - AGROALIMENTARI;2023-01-04;11;4;0,1;3;16;21;41;;;;;;;;249;89;0;1021;365;;14,9;;0,7;;;;;;;;;;;;;;;;
84;3065006;ELX - AGROALIMENTARI;2023-01-04;12;4;0,1;33;25;76;41;;;;;;;;230;79;0;1021;441;;17,1;;0,4;;;;;;;;;;;;;;;;
85;3065006;ELX - AGROALIMENTARI;2023-01-04;13;3;0,1;12;13;31;49;;;;;;;;147;69;0;1021;491;;18,2;;0,3;;;;;;;;;;;;;;;;
86;3065006;ELX - AGROALIMENTARI;2023-01-04;14;3;0,1;1;6;7;52;;;;;;;;184;65;0;1021;254;;18;;0,7;;;;;;;;;;;;;;;;
87;3065006;ELX - AGROALIMENTARI;2023-01-04;15;3;0,1;25;32;70;43;;;;;;;;143;66;0;1020;232;;17,8;;0,8;;;;;;;;;;;;;;;;
88;3065006;ELX - AGROALIMENTARI;2023-01-04;16;3;0,1;2;6;9;54;;;;;;;;132;71;0;1020;171;;17,1;;1,3;;;;;;;;;;;;;;;;
89;3065006;ELX - AGROALIMENTARI;2023-01-04;17;3;0,2;4;14;19;53;;;;;;;;115;77;0;1020;32;;15,8;;0,4;;;;;;;;;;;;;;;;
90;3065006;ELX - AGROALIMENTARI;2023-01-04;18;3;0,1;1;19;20;42;;;;;;;;51;85;0;1020;0;;14,4;;0,2;;;;;;;;;;;;;;;;
91;3065006;ELX - AGROALIMENTARI;2023-01-04;19;3;0,1;7;50;61;19;;;;;;;;15;93;0;1020;0;;13,8;;0,3;;;;;;;;;;;;;;;;
92;3065006;ELX - AGROALIMENTARI;2023-01-04;20;4;0,1;27;62;103;11;;;;;;;;359;94;0;1020;0;;13,9;;0,1;;;;;;;;;;;;;;;;
93;3065006;ELX - AGROALIMENTARI;2023-01-04;21;4;0,1;13;52;71;12;;;;;;;;352;93;0;1020;0;;13,7;;0,2;;;;;;;;;;;;;;;;
94;3065006;ELX - AGROALIMENTARI;2023-01-04;22;4;0,1;1;30;30;23;;;;;;;;343;94;0;1020;0;;13,2;;0,5;;;;;;;;;;;;;;;;
95;3065006;ELX - AGROALIMENTARI;2023-01-04;23;4;0,1;1;19;19;33;;;;;;;;333;91;0;1020;0;;13;;0,7;;;;;;;;;;;;;;;;
96;3065006;ELX - AGROALIMENTARI;2023-01-05;0;4;0,1;1;13;14;34;;;;;;;;319;91;0;1020;0;;12,7;;0,5;;;;;;;;;;;;;;;;
97;3065006;ELX - AGROALIMENTARI;2023-01-05;1;4;0,1;1;12;12;28;;;;;;;;300;94;0;1020;0;;11,8;;0,1;;;;;;;;;;;;;;;;
98;3065006;ELX - AGROALIMENTARI;2023-01-05;2;4;0,1;1;9;9;32;;;;;;;;311;93;0;1020;0;;11,6;;0,4;;;;;;;;;;;;;;;;
99;3065006;ELX - AGROALIMENTARI;2023-01-05;3;4;0,1;1;8;8;31;;;;;;;;304;92;0;1019;0;;11,2;;0,2;;;;;;;;;;;;;;;;
100;3065006;ELX - AGROALIMENTARI;2023-01-05;4;4;0,1;1;10;10;21;;;;;;;;243;97;0;1019;0;;9,4;;0,1;;;;;;;;;;;;;;;;
101;3065006;ELX - AGROALIMENTARI;2023-01-05;5;4;0,1;1;8;8;19;;;;;;;;261;99;0;1019;0;;8,9;;0,1;;;;;;;;;;;;;;;;
102;3065006;ELX - AGROALIMENTARI;2023-01-05;6;4;0,1;1;10;10;23;;;;;;;;293;99;0;1019;0;;9,5;;0,3;;;;;;;;;;;;;;;;
103;3065006;ELX - AGROALIMENTARI;2023-01-05;7;4;0,1;1;14;14;26;;;;;;;;312;95;0;1019;0;;10,1;;0,2;;;;;;;;;;;;;;;;
104;3065006;ELX - AGROALIMENTARI;2023-01-05;8;4;0,1;2;17;19;26;;;;;;;;314;95;0;1019;11;;9,9;;0,5;;;;;;;;;;;;;;;;
105;3065006;ELX - AGROALIMENTARI;2023-01-05;9;4;0,1;6;23;32;23;;;;;;;;307;91;0;1019;101;;11,2;;0,2;;;;;;;;;;;;;;;;
106;3065006;ELX - AGROALIMENTARI;2023-01-05;10;4;0,1;1;14;16;34;;;;;;;;323;83;0;1019;261;;12,9;;0,2;;;;;;;;;;;;;;;;
107;3065006;ELX - AGROALIMENTARI;2023-01-05;11;4;0,1;4;16;22;34;;;;;;;;304;75;0;1019;390;;15;;0,2;;;;;;;;;;;;;;;;
108;3065006;ELX - AGROALIMENTARI;2023-01-05;12;4;0,1;6;20;28;37;;;;;;;;226;72;0;1019;459;;16,2;;0,4;;;;;;;;;;;;;;;;
109;3065006;ELX - AGROALIMENTARI;2023-01-05;13;3;0,1;5;14;20;43;;;;;;;;196;67;0;1019;479;;17,2;;0,4;;;;;;;;;;;;;;;;
110;3065006;ELX - AGROALIMENTARI;2023-01-05;14;3;0,1;1;6;7;52;;;;;;;;206;60;0;1018;437;;17,7;;0,7;;;;;;;;;;;;;;;;
111;3065006;ELX - AGROALIMENTARI;2023-01-05;15;3;0,1;1;8;9;54;;;;;;;;198;58;0;1018;338;;17,9;;0,9;;;;;;;;;;;;;;;;
112;3065006;ELX - AGROALIMENTARI;2023-01-05;16;3;0,2;1;4;5;52;;;;;;;;146;66;0;1018;178;;16,6;;1,9;;;;;;;;;;;;;;;;
113;3065006;ELX - AGROALIMENTARI;2023-01-05;17;3;0,1;1;3;4;56;;;;;;;;161;73;0;1018;33;;15,1;;0,8;;;;;;;;;;;;;;;;
114;3065006;ELX - AGROALIMENTARI;2023-01-05;18;3;0,1;4;29;34;38;;;;;;;;258;79;0;1018;0;;13,7;;0,2;;;;;;;;;;;;;;;;
115;3065006;ELX - AGROALIMENTARI;2023-01-05;19;3;0,1;9;49;62;23;;;;;;;;300;81;0;1018;0;;13,3;;0,1;;;;;;;;;;;;;;;;
116;3065006;ELX - AGROALIMENTARI;2023-01-05;20;3;0,2;27;62;104;14;;;;;;;;341;84;0;1018;0;;12,3;;0,4;;;;;;;;;;;;;;;;
117;3065006;ELX - AGROALIMENTARI;2023-01-05;21;4;0,1;11;52;69;14;;;;;;;;344;87;0;1018;0;;11,6;;0,5;;;;;;;;;;;;;;;;
118;3065006;ELX - AGROALIMENTARI;2023-01-05;22;4;0,1;1;36;37;22;;;;;;;;343;89;0;1018;0;;11,1;;0,7;;;;;;;;;;;;;;;;
119;3065006;ELX - AGROALIMENTARI;2023-01-05;23;4;0,1;1;16;16;34;;;;;;;;331;91;0;1018;0;;10,8;;0,6;;;;;;;;;;;;;;;;
120;3065006;ELX - AGROALIMENTARI;2023-01-06;0;4;0,1;1;14;15;33;;;;;;;;324;90;0;1018;0;;10,4;;0,4;;;;;;;;;;;;;;;;
121;3065006;ELX - AGROALIMENTARI;2023-01-06;1;4;0,1;1;13;13;34;;;;;;;;325;90;0;1017;0;;10,3;;0,1;;;;;;;;;;;;;;;;
122;3065006;ELX - AGROALIMENTARI;2023-01-06;2;4;0,1;1;10;10;35;;;;;;;;332;91;0;1017;0;;9,9;;0,5;;;;;;;;;;;;;;;;
123;3065006;ELX - AGROALIMENTARI;2023-01-06;3;4;0,1;1;6;6;34;;;;;;;;293;92;0;1017;0;;9,1;;0,2;;;;;;;;;;;;;;;;
124;3065006;ELX - AGROALIMENTARI;2023-01-06;4;4;0,1;1;6;6;31;;;;;;;;321;96;0;1017;0;;8,8;;0,1;;;;;;;;;;;;;;;;
125;3065006;ELX - AGROALIMENTARI;2023-01-06;5;4;0,1;1;6;7;32;;;;;;;;312;95;0;1017;0;;8,8;;0,1;;;;;;;;;;;;;;;;
126;3065006;ELX - AGROALIMENTARI;2023-01-06;6;4;0,1;1;5;5;28;;;;;;;;278;97;0;1017;0;;7,8;;0,4;;;;;;;;;;;;;;;;
127;3065006;ELX - AGROALIMENTARI;2023-01-06;7;4;0,1;1;7;7;25;;;;;;;;258;99;0;1017;0;;7,1;;0,4;;;;;;;;;;;;;;;;
128;3065006;ELX - AGROALIMENTARI;2023-01-06;8;4;0,1;;;;21;;;;;;;;258;99;0;1017;12;;6,8;;0,3;;;;;;;;;;;;;;;;
129;3065006;ELX - AGROALIMENTARI;2023-01-06;9;4;0,1;3;10;15;22;;;;;;;;251;99;0;1017;107;;7,9;;0,2;;;;;;;;;;;;;;;;
130;3065006;ELX - AGROALIMENTARI;2023-01-06;10;4;0,1;1;7;8;34;;;;;;;;247;96;0;1017;264;;10,2;;0,8;;;;;;;;;;;;;;;;
131;3065006;ELX - AGROALIMENTARI;2023-01-06;11;4;0,1;;;;41;;;;;;;;252;85;0;1017;399;;12,1;;1,6;;;;;;;;;;;;;;;;
132;3065006;ELX - AGROALIMENTARI;2023-01-06;12;4;0,1;1;2;2;46;;;;;;;;244;72;0;1017;479;;14,4;;1,9;;;;;;;;;;;;;;;;
133;3065006;ELX - AGROALIMENTARI;2023-01-06;13;4;0,1;1;1;2;49;;;;;;;;235;60;0;1017;498;;16,4;;1,7;;;;;;;;;;;;;;;;
134;3065006;ELX - AGROALIMENTARI;2023-01-06;14;4;0,1;1;2;2;53;;;;;;;;216;55;0;1017;455;;17,6;;1,8;;;;;;;;;;;;;;;;
135;3065006;ELX - AGROALIMENTARI;2023-01-06;15;3;0,1;1;2;3;58;;;;;;;;201;55;0;1017;355;;18,4;;2;;;;;;;;;;;;;;;;
136;3065006;ELX - AGROALIMENTARI;2023-01-06;16;3;0,2;1;2;3;56;;;;;;;;164;65;0;1017;200;;18,1;;1,5;;;;;;;;;;;;;;;;
137;3065006;ELX - AGROALIMENTARI;2023-01-06;17;3;0,2;1;3;4;57;;;;;;;;171;74;0;1017;38;;16,3;;1;;;;;;;;;;;;;;;;
138;3065006;ELX - AGROALIMENTARI;2023-01-06;18;3;0,1;1;10;10;48;;;;;;;;88;82;0;1017;0;;14,2;;0,1;;;;;;;;;;;;;;;;
139;3065006;ELX - AGROALIMENTARI;2023-01-06;19;3;0,2;1;27;27;30;;;;;;;;256;88;0;1017;0;;12,9;;0,1;;;;;;;;;;;;;;;;
140;3065006;ELX - AGROALIMENTARI;2023-01-06;20;3;0,2;2;39;41;22;;;;;;;;344;94;0;1017;0;;11,9;;0,2;;;;;;;;;;;;;;;;
141;3065006;ELX - AGROALIMENTARI;2023-01-06;21;4;0,1;10;34;49;21;;;;;;;;349;96;0;1017;0;;11,3;;0,5;;;;;;;;;;;;;;;;
142;3065006;ELX - AGROALIMENTARI;2023-01-06;22;3;0,1;1;18;18;31;;;;;;;;329;95;0;1017;0;;11,2;;0,4;;;;;;;;;;;;;;;;
143;3065006;ELX - AGROALIMENTARI;2023-01-06;23;3;0,1;1;17;17;33;;;;;;;;332;89;0;1017;0;;10,9;;0,1;;;;;;;;;;;;;;;;
144;3065006;ELX - AGROALIMENTARI;2023-01-07;0;3;0,1;1;14;14;35;;;;;;;;335;87;0;1017;0;;10,7;;0,1;;;;;;;;;;;;;;;;
145;3065006;ELX - AGROALIMENTARI;2023-01-07;1;3;0,1;1;12;12;34;;;;;;;;329;86;0;1017;0;;10,2;;0,1;;;;;;;;;;;;;;;;
146;3065006;ELX - AGROALIMENTARI;2023-01-07;2;3;0,1;1;14;15;29;;;;;;;;307;89;0;1016;0;;9,6;;0,2;;;;;;;;;;;;;;;;
147;3065006;ELX - AGROALIMENTARI;2023-01-07;3;3;0,1;1;8;8;32;;;;;;;;297;90;0;1016;0;;9;;0,4;;;;;;;;;;;;;;;;
148;3065006;ELX - AGROALIMENTARI;2023-01-07;4;3;0,1;2;15;18;27;;;;;;;;313;88;0;1016;0;;8,8;;0,1;;;;;;;;;;;;;;;;
149;3065006;ELX - AGROALIMENTARI;2023-01-07;5;3;0,1;1;16;17;25;;;;;;;;287;88;0;1016;0;;8,3;;0,2;;;;;;;;;;;;;;;;
150;3065006;ELX - AGROALIMENTARI;2023-01-07;6;3;0,1;1;6;6;33;;;;;;;;254;91;0;1016;0;;7,7;;0,9;;;;;;;;;;;;;;;;
151;3065006;ELX - AGROALIMENTARI;2023-01-07;7;3;0,1;;;;27;;;;;;;;259;96;0;1016;0;;7,1;;1,1;;;;;;;;;;;;;;;;
152;3065006;ELX - AGROALIMENTARI;2023-01-07;8;3;0,1;1;14;15;28;;;;;;;;260;99;0;1016;11;;7,6;;1,4;;;;;;;;;;;;;;;;
153;3065006;ELX - AGROALIMENTARI;2023-01-07;9;3;0,1;1;13;13;31;;;;;;;;258;95;0;1016;109;;9;;0,7;;;;;;;;;;;;;;;;
154;3065006;ELX - AGROALIMENTARI;2023-01-07;10;4;0,1;2;12;13;38;;;;;;;;248;84;0;1017;275;;11,1;;1;;;;;;;;;;;;;;;;
155;3065006;ELX - AGROALIMENTARI;2023-01-07;11;4;0,1;1;10;10;42;;;;;;;;229;74;0;1017;403;;13,6;;0,9;;;;;;;;;;;;;;;;
156;3065006;ELX - AGROALIMENTARI;2023-01-07;12;4;0,1;1;10;11;46;;;;;;;;224;66;0;1017;484;;15,7;;1,2;;;;;;;;;;;;;;;;
